시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
강원특별자치도 삼척시 교동,788,788,0,교동지웰,72.3141,202308,24,"22,650",12,2018,동해대로 4183,, ,중개거래,삼척시
강원특별자치도 삼척시 교동,788,788,0,교동지웰,59.8194,202308,28,"16,800",18,2018,동해대로 4183,,20230901,중개거래,삼척시
강원특별자치도 삼척시 교동,757,757,0,교동청솔2차,59.85,202308,21,"9,400",6,2003,정상로 81,, ,중개거래,삼척시
강원특별자치도 삼척시 교동,733-1,733,1,교동코아루,60,202308,30,"9,200",13,2005,교동로 133,, ,중개거래,삼척시
강원특별자치도 삼척시 교동,501-5,501,5,동부,59.83,202308,25,"8,500",5,1996,동해대로 4273,,20230901,중개거래,삼척시
강원특별자치도 삼척시 교동,745-1,745,1,신동아,59.895,202308,30,"12,000",9,1998,정상로 90,, ,중개거래,삼척시
강원특별자치도 삼척시 교동,781,781,0,코아루타워,84.92,202308,24,"27,500",12,2014,교동로 97,, ,중개거래,삼척시
강원특별자치도 삼척시 교동,781,781,0,코아루타워,84.92,202308,26,"26,800",20,2014,교동로 97,, ,중개거래,삼척시
강원특별자치도 삼척시 남양동,338,338,0,동화3차,84.9,202308,21,"17,300",8,1994,남양길 14-17,,20230905,직거래,-
강원특별자치도 삼척시 남양동,348-2,348,2,한흥3,48.57,202308,24,"5,400",3,1988,남양안길 76,, ,중개거래,삼척시
강원특별자치도 삼척시 당저동,162-1,162,1,명보2차,58.95,202309,1,"5,600",5,1991,성당길 35,, ,중개거래,삼척시
강원특별자치도 삼척시 마달동,179,179,0,세영리첼,72.5221,202308,24,"25,300",27,2018,마달길 215,, ,중개거래,삼척시
강원특별자치도 삼척시 마달동,179,179,0,세영리첼,84.9849,202309,2,"25,000",18,2018,마달길 215,, ,중개거래,삼척시
강원특별자치도 삼척시 사직동,319-1,319,1,원조임대,45.432,202308,22,"4,750",6,1997,사직로4길 40-11,,20230907,직거래,-
강원특별자치도 삼척시 성북동,Jan-67,67,1,명보1,59.85,202308,23,"6,550",3,1991,오십천로 333,,20230825,직거래,-
강원특별자치도 삼척시 정상동,457-3,457,3,석미,56.97,202308,17,"7,500",9,1998,청석로 78,,20230920,중개거래,삼척시
강원특별자치도 삼척시 정상동,457-3,457,3,석미,56.97,202308,21,"6,500",10,1998,청석로 78,,20230821,직거래,-
강원특별자치도 삼척시 정상동,457-3,457,3,석미,56.97,202308,23,"7,800",14,1998,청석로 78,, ,중개거래,삼척시
강원특별자치도 삼척시 정상동,316-3,316,3,유성,59.43,202308,28,"6,200",6,1999,동해대로 4044-13,, ,중개거래,삼척시
강원특별자치도 삼척시 정상동,316-3,316,3,유성,48.03,202308,30,"4,300",10,1999,동해대로 4044-13,, ,중개거래,삼척시
강원특별자치도 삼척시 정상동,316-3,316,3,유성,48.03,202309,1,"6,000",15,1999,동해대로 4044-13,,20230907,직거래,-
강원특별자치도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202308,16,"8,450",4,2002,청석로 64,,20230922,중개거래,삼척시
강원특별자치도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202308,31,"9,400",12,2002,청석로 64,,20230915,중개거래,삼척시
강원특별자치도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202309,1,"8,200",3,2002,청석로 64,,20230914,중개거래,삼척시
강원특별자치도 삼척시 정상동,473,473,0,현진에버빌,84.999,202308,22,"30,000",12,2005,정상로 35,, ,중개거래,삼척시
강원특별자치도 삼척시 정상동,473,473,0,현진에버빌,64.564,202308,26,"18,250",10,2005,정상로 35,, ,중개거래,삼척시
강원특별자치도 삼척시 정상동,473,473,0,현진에버빌,84.999,202308,30,"25,200",3,2005,정상로 35,, ,중개거래,삼척시
강원특별자치도 속초시 교동,1029,1029,0,남광하우스토리,84.3761,202308,16,"29,000",12,2011,동해대로 4284,, ,중개거래,서울 강동구
강원특별자치도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202308,31,"22,200",13,2011,동해대로 4284,20230918, ,중개거래,속초시
강원특별자치도 속초시 교동,783,783,0,대명늘푸른,59.9584,202308,28,"17,000",9,2000,미시령로3337번길 7,, ,중개거래,속초시
강원특별자치도 속초시 교동,783,783,0,대명늘푸른,59.9584,202309,1,"14,500",14,2000,미시령로3337번길 7,,20230919,중개거래,속초시
강원특별자치도 속초시 교동,904-6,904,6,로얄나하나1차,59.97,202308,29,"10,500",9,1993,만천1길 43,,20230908,중개거래,속초시
강원특별자치도 속초시 교동,1027,1027,0,명지미래힐,118.0531,202308,28,"35,000",12,2006,미시령로3337번길 20,, ,중개거래,속초시
강원특별자치도 속초시 교동,924,924,0,삼호,43.26,202308,25,"9,500",5,1995,밤골3길 27,,20230825,직거래,-
강원특별자치도 속초시 교동,923,923,0,삼환,54.58,202308,19,"13,000",4,1994,밤골3길 39,,20230828,중개거래,속초시
강원특별자치도 속초시 교동,923,923,0,삼환,54.58,202308,30,"10,500",12,1994,밤골3길 39,, ,중개거래,속초시
강원특별자치도 속초시 교동,984,984,0,석미모닝파크,73.1,202308,19,"24,000",6,2005,수복로 12,,20230907,중개거래,속초시
강원특별자치도 속초시 교동,984,984,0,석미모닝파크,73.1,202308,29,"24,200",7,2005,수복로 12,,20230915,중개거래,속초시
강원특별자치도 속초시 교동,619-33,619,33,설악현대,73.305,202309,4,"16,250",10,1992,미시령로3389번길 10,, ,중개거래,속초시
강원특별자치도 속초시 교동,1030,1030,0,속초교동시티프라디움,84.3403,202308,29,"43,500",17,2018,미시령로 3307,, ,중개거래,속초시
강원특별자치도 속초시 교동,627-135,627,135,속초대명1(대명타워),59.78,202308,18,"9,900",6,1991,교동로7길 36,,20230920,중개거래,속초시
강원특별자치도 속초시 교동,1033,1033,0,속초미소지움더뷰,84.831,202308,16,"38,500",12,2021,중앙로17번길 11,, ,직거래,-
강원특별자치도 속초시 교동,1033,1033,0,속초미소지움더뷰,84.831,202308,22,"35,000",4,2021,중앙로17번길 11,, ,중개거래,속초시
강원특별자치도 속초시 교동,898,898,0,주공2,46.68,202308,17,"15,500",5,1990,번영로43번길 52,, ,중개거래,속초시
강원특별자치도 속초시 교동,898,898,0,주공2,47.01,202308,18,"15,800",2,1990,번영로43번길 52,, ,중개거래,속초시
강원특별자치도 속초시 교동,898,898,0,주공2,39.6,202308,18,"12,500",4,1990,번영로43번길 52,,20230922,중개거래,속초시
강원특별자치도 속초시 교동,961-1,961,1,주공3,41.85,202308,18,"11,000",14,1993,먹거리길 17,,20230818,중개거래,속초시
강원특별자치도 속초시 교동,961,961,0,청초대우,59.946,202308,30,"17,500",2,1998,동해대로 4271,,20230915,중개거래,속초시
강원특별자치도 속초시 교동,618-10,618,10,현대1,84.99,202308,16,"16,500",5,1991,미시령로3359번길 9,20230914, ,중개거래,속초시
강원특별자치도 속초시 교동,618-10,618,10,현대1,84.99,202308,17,"16,500",5,1991,미시령로3359번길 9,,20230915,중개거래,속초시
강원특별자치도 속초시 교동,618-10,618,10,현대1,84.99,202308,28,"19,900",10,1991,미시령로3359번길 9,, ,중개거래,속초시
강원특별자치도 속초시 교동,782,782,0,현대3,59.852,202308,19,"16,200",11,1998,미시령로3359번길 5,,20230908,중개거래,속초시
강원특별자치도 속초시 금호동,630,630,0,생모리츠,130.2456,202308,21,"47,000",8,2011,수복로 174,, ,중개거래,속초시
강원특별자치도 속초시 금호동,622-66,622,66,서울대명2,59.4,202308,21,"16,500",5,1993,미시령로 3429,,20230919,중개거래,속초시
강원특별자치도 속초시 금호동,622-66,622,66,서울대명2,84.63,202308,25,"22,500",9,1993,미시령로 3429,,20230915,중개거래,속초시
강원특별자치도 속초시 금호동,627,627,0,속초e-편한세상,84.975,202308,16,"27,500",7,2006,미시령로 3439,,20230821,중개거래,속초시
강원특별자치도 속초시 동명동,596,596,0,e편한세상영랑호,84.9439,202308,23,"52,000",21,2017,번영로129번길 22,, ,중개거래,속초시
강원특별자치도 속초시 영랑동,200,200,0,동현,84.96,202308,28,"18,000",5,1991,영랑로7길 13,, ,중개거래,속초시
강원특별자치도 속초시 영랑동,160-1,160,1,송하,47.67,202308,28,"8,100",3,1988,영랑로3길 22,,20230914,직거래,-
강원특별자치도 속초시 조양동,1568,1568,0,대광로제비앙,84.8533,202309,4,"27,000",8,2009,온정로1길 11-8,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1499,1499,0,부영3,59.905,202309,4,"16,000",4,1996,소평로 162,,20230925,중개거래,속초시
강원특별자치도 속초시 조양동,1499,1499,0,부영3,59.905,202309,4,"19,000",5,1996,소평로 162,,20230918,중개거래,속초시
강원특별자치도 속초시 조양동,1501,1501,0,부영5,50,202308,30,"14,000",6,1995,청대로204번길 40,,20230914,중개거래,속초시
강원특별자치도 속초시 조양동,1502,1502,0,부영6,50,202309,2,"13,500",3,1995,조양로 163,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1502,1502,0,부영6,40,202309,4,"10,700",8,1995,조양로 163,,20230915,중개거래,속초시
강원특별자치도 속초시 조양동,1505,1505,0,부영9,50,202308,18,"15,700",9,1995,조양로142번길 13,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1505,1505,0,부영9,50,202308,23,"15,100",10,1995,조양로142번길 13,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1294-23,1294,23,성호,59.76,202308,16,"15,000",9,2001,청대로 22-7,,20230828,중개거래,속초시
강원특별자치도 속초시 조양동,1294-23,1294,23,성호,59.76,202308,24,"14,200",10,2001,청대로 8,,20230915,중개거래,속초시
강원특별자치도 속초시 조양동,1294-23,1294,23,성호,59.76,202309,4,"12,000",5,2001,청대로 22-7,,20230911,직거래,-
강원특별자치도 속초시 조양동,1572,1572,0,속초KCC스위첸,59.9027,202308,17,"31,000",9,2019,청대로 40,,20230926,중개거래,속초시
강원특별자치도 속초시 조양동,1572,1572,0,속초KCC스위첸,84.9762,202308,22,"41,000",21,2019,청대로 40,,20230911,중개거래,속초시
강원특별자치도 속초시 조양동,1572,1572,0,속초KCC스위첸,84.9762,202308,28,"45,000",27,2019,청대로 40,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1587,1587,0,속초조양동양우내안애오션스카이,84.9565,202308,24,"45,800",16,2021,청호로 8,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1587,1587,0,속초조양동양우내안애오션스카이,84.9565,202308,25,"62,000",35,2021,청호로 8,,20230927,중개거래,속초시
강원특별자치도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.7891,202308,25,"25,300",7,2015,온정로1길 30,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1411-146,1411,146,속초조양코아루아리스타,21.4649,202309,1,"14,700",15,2021,동해대로 4008,,20230905,직거래,-
강원특별자치도 속초시 조양동,1217-1,1217,1,조양1주공,59.99,202308,17,"15,000",6,1998,온정로 6,,20230927,중개거래,속초시
강원특별자치도 속초시 조양동,1215-1,1215,1,조양2주공,39.74,202308,19,"11,800",9,1998,온정로 24,,20230821,중개거래,속초시
강원특별자치도 속초시 조양동,1215-1,1215,1,조양2주공,49.62,202308,21,"12,800",7,1998,온정로 24,,20230904,중개거래,속초시
강원특별자치도 속초시 조양동,1215-1,1215,1,조양2주공,39.74,202308,25,"10,500",6,1998,온정로 24,,20230915,중개거래,속초시
강원특별자치도 속초시 조양동,1215-1,1215,1,조양2주공,39.74,202308,26,"10,900",5,1998,온정로 24,,20230904,중개거래,속초시
강원특별자치도 속초시 조양동,1215-1,1215,1,조양2주공,49.62,202308,27,"15,500",6,1998,온정로 24,,20230901,중개거래,속초시
강원특별자치도 속초시 조양동,1215-1,1215,1,조양2주공,49.62,202309,2,"11,550",3,1998,온정로 24,,20230908,중개거래,속초시
강원특별자치도 속초시 조양동,1585,1585,0,조양동휴먼빌아파트,84.288,202308,19,"42,500",18,2020,논산길 17,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1585,1585,0,조양동휴먼빌아파트,79.2927,202309,4,"38,500",23,2020,논산길 17,,20230921,직거래,-
강원특별자치도 속초시 조양동,1582,1582,0,효성해링턴플레이스,74.99,202308,19,"37,500",20,2019,청대로 210,, ,중개거래,속초시
강원특별자치도 속초시 조양동,1582,1582,0,효성해링턴플레이스,84.98,202308,22,"39,800",23,2019,청대로 210,,20230919,중개거래,속초시
강원특별자치도 속초시 조양동,1582,1582,0,효성해링턴플레이스,59.98,202308,25,"27,500",4,2019,청대로 210,,20230915,중개거래,속초시
강원특별자치도 속초시 청호동,1356,1356,0,속초청호아이파크,84.82,202308,19,"69,000",26,2018,청호로 22,, ,중개거래,속초시
강원특별자치도 속초시 청호동,1356,1356,0,속초청호아이파크,84.94,202308,23,"45,000",6,2018,청호로 22,,20230927,중개거래,속초시
강원특별자치도 속초시 청호동,1356,1356,0,속초청호아이파크,59.88,202308,29,"33,450",14,2018,청호로 22,, ,중개거래,속초시
강원특별자치도 속초시 청호동,1356,1356,0,속초청호아이파크,59.88,202308,29,"33,450",14,2018,청호로 22,20230906, ,중개거래,속초시
강원특별자치도 속초시 청호동,1356,1356,0,속초청호아이파크,84.82,202308,29,"40,000",1,2018,청호로 22,, ,중개거래,속초시
강원특별자치도 양구군 양구읍 상리,655,655,0,서희스타힐스,84.99,202308,28,"26,000",4,2013,청춘로 16,, ,중개거래,양구군
강원특별자치도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202308,21,"17,000",1,2010,박수근로313번길 17,,20230830,직거래,-
강원특별자치도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202308,28,"17,000",6,2010,박수근로313번길 17,,20230830,직거래,-
강원특별자치도 양구군 양구읍 정림리,436,436,0,양구석미모닝파크,77.12,202309,4,"17,400",5,2010,박수근로313번길 17,,20230927,직거래,-
강원특별자치도 양양군 강현면 강선리,987,987,0,양양우미린디오션,75.98,202308,26,"25,500",7,2019,물치천로 70-9,, ,중개거래,양양군
강원특별자치도 양양군 손양면 하왕도리,303,303,0,삼호,49.14,202308,16,"10,000",11,1998,손중로 211-8,, ,중개거래,양양군
강원특별자치도 양양군 양양읍 거마리,01월 31일,31,1,설악실크벨리,25.45,202309,4,"3,600",1,1998,거마천로 300,,20230906,중개거래,속초시
강원특별자치도 양양군 양양읍 구교리,Jan-61,61,1,정아골든맨션,59.7,202308,24,"7,500",1,1992,북문길 22-22,,20230824,직거래,-
강원특별자치도 양양군 양양읍 내곡리,61,61,0,하이펠리스,84.6,202308,21,"17,500",5,2007,내곡길 18,,20230913,중개거래,양양군
강원특별자치도 양양군 양양읍 서문리,419,419,0,양양코아루,73.8029,202308,23,"21,800",13,2016,임천1길 26-3,,20230925,중개거래,속초시
강원특별자치도 양양군 양양읍 서문리,419,419,0,양양코아루,73.8029,202308,29,"20,000",2,2016,임천1길 26-3,, ,중개거래,양양군
강원특별자치도 양양군 양양읍 월리,449-1,449,1,명지푸르미,31.5408,202308,16,"6,800",6,2002,남대천로 99-14,, ,중개거래,양양군
강원특별자치도 양양군 양양읍 월리,449-1,449,1,명지푸르미,31.5408,202309,1,"6,800",4,2002,남대천로 99-14,, ,중개거래,양양군
강원특별자치도 양양군 현북면 기사문리,145,145,0,TM힐,30.2226,202308,22,"12,200",11,2003,동해대로 1269-17,,20230927,중개거래,속초시
강원특별자치도 양양군 현북면 중광정리,176-1,176,1,심미,38.6106,202308,31,"14,500",11,2001,동해대로 1611-7,,20230914,중개거래,양양군
강원특별자치도 영월군 영월읍 영흥리,1049-16,1049,16,삼호,44.67,202308,21,"4,000",4,1990,단종로 88,,20230825,직거래,-
